raceId;driverId;stop;lap;time;duration;milliseconds
841;153;1;1;1899-12-30 17:05:23,000;26,898;26898
841;30;1;1;1899-12-30 17:05:52,000;25,021;25021
844;815;1;1;1899-12-30 15:05:18,000;29,27;29270
845;155;1;1;1899-12-30 14:05:11,000;24,871;24871
852;10;1;1;1899-12-30 14:05:58,000;35,092;35092
852;811;1;1;1899-12-30 14:06:10,000;30,795;30795
852;5;1;1;1899-12-30 14:06:14,000;28,539;28539
853;155;1;1;1899-12-30 14:05:42,000;27,55;27550
853;22;1;1;1899-12-30 14:06:43,000;29,157;29157
853;817;1;1;1899-12-30 14:08:50,000;;1004718
854;817;1;1;1899-12-30 20:06:48,000;44,17;44170
856;24;1;1;1899-12-30 15:05:51,000;26,379;26379
857;815;1;1;1899-12-30 15:05:16,000;22,676;22676
857;10;1;1;1899-12-30 15:05:23,000;27,378;27378
857;22;1;1;1899-12-30 15:05:36,000;33,65;33650
857;15;1;1;1899-12-30 15:06:37,000;40,734;40734
858;811;1;1;1899-12-30 17:05:36,000;20,882;20882
860;811;1;1;1899-12-30 17:05:23,000;24,599;24599
860;817;1;1;1899-12-30 17:05:35,000;32,319;32319
861;815;1;1;1899-12-30 16:05:39,000;25,671;25671
861;811;1;1;1899-12-30 16:06:01,000;31,006;31006
863;5;1;1;1899-12-30 15:05:40,000;25,047;25047
864;815;1;1;1899-12-30 14:05:24,000;21,864;21864
865;155;1;1;1899-12-30 14:04:47,000;28,39;28390
868;814;1;1;1899-12-30 13:05:45,000;32,79;32790
869;13;1;1;1899-12-30 14:04:39,000;23,049;23049
869;811;1;1;1899-12-30 14:04:53,000;47,942;47942
869;154;1;1;1899-12-30 14:04:56,000;32,766;32766
870;30;1;1;1899-12-30 14:08:08,000;21,336;21336
871;37;1;1;1899-12-30 14:06:31,000;29,107;29107
871;155;1;1;1899-12-30 14:06:35,000;27,248;27248
871;813;1;1;1899-12-30 14:06:36,000;21,842;21842
873;808;1;1;1899-12-30 20:06:04,000;36,148;36148
873;13;1;1;1899-12-30 20:06:31,000;31,958;31958
874;154;1;1;1899-12-30 15:05:37,000;32,329;32329
874;811;1;1;1899-12-30 15:05:49,000;27,098;27098
874;17;1;1;1899-12-30 15:06:19,000;32,462;32462
875;155;1;1;1899-12-30 15:06:00,000;33,003;33003
876;818;1;1;1899-12-30 15:05:15,000;25,097;25097
876;30;1;1;1899-12-30 15:05:50,000;25,036;25036
877;3;1;1;1899-12-30 17:05:24,000;29,277;29277
877;154;1;1;1899-12-30 17:05:48,000;26,057;26057
877;814;1;1;1899-12-30 17:06:13,000;26,67;26670
882;17;1;1;1899-12-30 15:05:52,000;21,287;21287
883;821;1;1;1899-12-30 15:06:04,000;28,102;28102
883;16;1;1;1899-12-30 15:06:49,000;26,495;26495
885;813;1;1;1899-12-30 14:04:48,000;40,507;40507
885;823;1;1;1899-12-30 14:04:55,000;35,1;35100
892;8;1;1;1899-12-30 14:05:19,000;30,975;30975
895;819;1;1;1899-12-30 15:05:34,000;17,935;17935
895;1;1;1;1899-12-30 15:06:11,000;25,297;25297
896;814;1;1;1899-12-30 15:05:12,000;23,662;23662
896;818;1;1;1899-12-30 15:05:14,000;24,232;24232
896;819;1;1;1899-12-30 15:05:39,000;29,082;29082
898;821;1;1;1899-12-30 13:05:59,000;24,859;24859
900;154;1;1;1899-12-30 17:09:56,000;17,255;17255
900;821;1;1;1899-12-30 17:10:12,000;32,657;32657
900;815;1;1;1899-12-30 17:10:14,000;25,541;25541
901;824;1;1;1899-12-30 16:07:01,000;52,836;52836
902;818;1;1;1899-12-30 18:06:44,000;33,895;33895
905;154;1;1;1899-12-30 14:04:54,000;26,312;26312
905;16;1;1;1899-12-30 14:04:55,000;33,207;33207
906;821;1;1;1899-12-30 14:05:32,000;24,37;24370
909;825;1;1;1899-12-30 14:05:24,000;25,859;25859
911;154;1;1;1899-12-30 14:06:17,000;29,256;29256
911;824;1;1;1899-12-30 14:06:49,000;25,362;25362
915;3;1;1;1899-12-30 15:05:38,000;33,82;33820
915;13;1;1;1899-12-30 15:05:45,000;29,912;29912
916;825;1;1;1899-12-30 14:05:26,000;26,881;26881
916;807;1;1;1899-12-30 14:05:32,000;33,427;33427
916;18;1;1;1899-12-30 14:05:32,000;26,806;26806
916;821;1;1;1899-12-30 14:05:34,000;25,007;25007
916;20;1;1;1899-12-30 14:05:37,000;24,226;24226
918;154;1;1;1899-12-30 17:05:39,000;16,12;16120
926;828;1;1;1899-12-30 16:05:59,000;22,681;22681
927;813;1;1;1899-12-30 15:06:15,000;37,289;37289
931;807;1;1;1899-12-30 14:04:47,000;34,773;34773
931;13;1;1;1899-12-30 14:05:03,000;42,934;42934
932;18;1;1;1899-12-30 14:04:39,000;18,057;18057
933;826;1;1;1899-12-30 14:04:37,000;28,632;28632
934;4;1;1;1899-12-30 13:05:14,000;;71178
938;831;1;1;1899-12-30 14:05:00,000;25,761;25761
938;830;1;1;1899-12-30 14:05:02,000;18,818;18818
940;815;1;1;1899-12-30 14:05:29,000;25,041;25041
940;817;1;1;1899-12-30 14:06:11,000;26,087;26087
940;13;1;1;1899-12-30 14:06:55,000;34,166;34166
941;154;1;1;1899-12-30 14:05:55,000;54,445;54445
941;830;1;1;1899-12-30 14:06:46,000;37,334;37334
942;822;1;1;1899-12-30 14:05:59,000;40,488;40488
942;154;1;1;1899-12-30 14:06:27,000;27,621;27621
942;834;1;1;1899-12-30 14:06:39,000;37,748;37748
942;4;1;1;1899-12-30 14:06:40,000;31,987;31987
943;20;1;1;1899-12-30 13:04:58,000;28,07;28070
945;4;1;1;1899-12-30 17:05:39,000;44,99;44990
948;825;1;1;1899-12-30 16:09:48,000;27,831;27831
949;807;1;1;1899-12-30 18:05:30,000;31,931;31931
950;154;1;1;1899-12-30 14:05:35,000;58,563;58563
950;8;1;1;1899-12-30 14:05:39,000;31,134;31134
950;1;1;1;1899-12-30 14:05:46,000;29,322;29322
950;831;1;1;1899-12-30 14:06:25,000;36,854;36854
951;826;1;1;1899-12-30 15:05:38,000;41,282;41282
951;817;1;1;1899-12-30 15:05:43,000;47,763;47763
951;828;1;1;1899-12-30 15:05:50,000;30,529;30529
951;815;1;1;1899-12-30 15:06:03,000;32,8;32800
951;821;1;1;1899-12-30 15:06:09,000;40,169;40169
953;826;1;1;1899-12-30 14:03:20,000;;92609
955;837;1;1;1899-12-30 17:05:57,000;33,405;33405
960;830;1;1;1899-12-30 14:05:46,000;31,235;31235
960;831;1;1;1899-12-30 14:05:52,000;26,39;26390
960;20;1;1;1899-12-30 14:05:53,000;22,403;22403
960;8;1;1;1899-12-30 14:06:21,000;;87084
962;3;1;1;1899-12-30 20:06:14,000;26,35;26350
962;817;1;1;1899-12-30 20:06:15,000;25,925;25925
962;1;1;1;1899-12-30 20:06:19,000;24,453;24453
962;8;1;1;1899-12-30 20:06:21,000;24,874;24874
962;4;1;1;1899-12-30 20:06:22,000;24,649;24649
962;826;1;1;1899-12-30 20:06:24,000;24,584;24584
962;832;1;1;1899-12-30 20:06:25,000;25,973;25973
962;830;1;1;1899-12-30 20:06:26,000;25,74;25740
962;13;1;1;1899-12-30 20:06:27,000;25,929;25929
962;825;1;1;1899-12-30 20:06:28,000;25,816;25816
962;828;1;1;1899-12-30 20:06:30,000;26,135;26135
962;815;1;1;1899-12-30 20:06:31,000;32,821;32821
962;821;1;1;1899-12-30 20:06:32,000;26,519;26519
962;18;1;1;1899-12-30 20:06:33,000;42,815;42815
962;822;1;1;1899-12-30 20:06:40,000;32,709;32709
962;836;1;1;1899-12-30 20:06:42,000;24,308;24308
962;839;1;1;1899-12-30 20:06:43,000;24,343;24343
962;831;1;1;1899-12-30 20:06:44,000;25,057;25057
962;835;1;1;1899-12-30 20:06:45,000;25,211;25211
962;20;1;1;1899-12-30 20:06:48,000;24,342;24342
963;826;1;1;1899-12-30 15:06:13,000;32,413;32413
963;13;1;1;1899-12-30 15:06:15,000;23,528;23528
963;825;1;1;1899-12-30 15:06:24,000;30,679;30679
963;821;1;1;1899-12-30 15:06:25,000;30,782;30782
965;822;1;1;1899-12-30 14:06:03,000;27,098;27098
966;817;1;1;1899-12-30 13:04:51,000;22,087;22087
966;835;1;1;1899-12-30 13:05:06,000;23,897;23897
966;828;1;1;1899-12-30 13:05:11,000;32,608;32608
968;825;1;1;1899-12-30 17:05:37,000;27,068;27068
969;825;1;1;1899-12-30 16:08:47,000;31,336;31336
970;807;1;1;1899-12-30 14:05:25,000;23,55;23550
972;838;1;1;1899-12-30 15:08:55,000;30,006;30006
972;828;1;1;1899-12-30 15:08:58,000;32,235;32235
973;826;1;1;1899-12-30 14:04:51,000;22,235;22235
973;13;1;1;1899-12-30 14:05:02,000;40,612;40612
974;836;1;1;1899-12-30 14:04:27,000;25,813;25813
974;18;1;1;1899-12-30 14:04:29,000;24,465;24465
975;154;1;1;1899-12-30 14:04:59,000;31,256;31256
975;836;1;1;1899-12-30 14:05:02,000;51,757;51757
976;822;1;1;1899-12-30 17:07:00,000;36,262;36262
977;826;1;1;1899-12-30 14:04:23,000;33,607;33607
978;826;1;1;1899-12-30 13:08:08,000;45,538;45538
979;828;1;1;1899-12-30 14:05:01,000;25,179;25179
982;1;1;1;1899-12-30 20:06:27,000;30,442;30442
982;817;1;1;1899-12-30 20:06:29,000;30,737;30737
982;807;1;1;1899-12-30 20:06:30,000;31,032;31032
982;815;1;1;1899-12-30 20:06:31,000;30,709;30709
982;822;1;1;1899-12-30 20:06:33,000;30,444;30444
982;835;1;1;1899-12-30 20:06:33,000;30,785;30785
982;838;1;1;1899-12-30 20:06:35,000;31,55;31550
982;839;1;1;1899-12-30 20:06:36,000;31,793;31793
982;832;1;1;1899-12-30 20:06:37,000;32,689;32689
982;825;1;1;1899-12-30 20:06:39,000;32,701;32701
982;826;1;1;1899-12-30 20:06:40,000;33,077;33077
982;4;1;1;1899-12-30 20:06:42,000;36,9;36900
982;840;1;1;1899-12-30 20:06:43,000;37,403;37403
982;13;1;1;1899-12-30 20:06:44,000;38,464;38464
982;154;1;1;1899-12-30 20:06:45,000;39,455;39455
982;828;1;1;1899-12-30 20:06:48,000;40,125;40125
982;836;1;1;1899-12-30 20:06:49,000;40,506;40506
985;825;1;1;1899-12-30 14:05:31,000;25,112;25112
986;20;1;1;1899-12-30 13:04:31,000;32,037;32037
986;1;1;1;1899-12-30 13:04:57,000;29,283;29283
987;20;1;1;1899-12-30 14:04:42,000;19,097;19097
987;822;1;1;1899-12-30 14:04:43,000;18,717;18717
987;8;1;1;1899-12-30 14:04:45,000;19,433;19433
987;830;1;1;1899-12-30 14:04:47,000;18,827;18827
987;4;1;1;1899-12-30 14:04:49,000;18,487;18487
987;13;1;1;1899-12-30 14:04:50,000;18,238;18238
987;815;1;1;1899-12-30 14:04:51,000;18,417;18417
987;807;1;1;1899-12-30 14:04:52,000;18,927;18927
987;832;1;1;1899-12-30 14:04:54,000;19,208;19208
987;842;1;1;1899-12-30 14:04:55,000;19,43;19430
987;828;1;1;1899-12-30 14:04:58,000;19,603;19603
987;843;1;1;1899-12-30 14:04:59,000;19,936;19936
987;840;1;1;1899-12-30 14:05:00,000;20,146;20146
987;836;1;1;1899-12-30 14:05:01,000;26,439;26439
987;154;1;1;1899-12-30 14:05:02,000;25,845;25845
987;1;1;1;1899-12-30 14:05:05,000;19,377;19377
987;817;1;1;1899-12-30 14:05:06,000;25,946;25946
989;843;1;1;1899-12-30 16:15:04,000;22,213;22213
992;8;1;1;1899-12-30 16:16:15,000;30,012;30012
992;843;1;1;1899-12-30 16:16:35,000;21,376;21376
992;4;1;1;1899-12-30 16:16:58,000;56,71;56710
992;825;1;1;1899-12-30 16:17:11,000;35,608;35608
992;828;1;1;1899-12-30 16:17:16,000;44,107;44107
993;843;1;1;1899-12-30 15:15:19,000;22,631;22631
993;845;1;1;1899-12-30 15:15:23,000;22,049;22049
995;838;1;1;1899-12-30 14:14:56,000;41,008;41008
995;828;1;1;1899-12-30 14:15:00,000;23,529;23529
996;840;1;1;1899-12-30 16:15:46,000;26,576;26576
996;845;1;1;1899-12-30 16:15:55,000;26,273;26273
996;20;1;1;1899-12-30 16:15:56,000;32,612;32612
996;4;1;1;1899-12-30 16:15:56,000;25,789;25789
996;822;1;1;1899-12-30 16:16:38,000;27,955;27955
997;838;1;1;1899-12-30 15:14:13,000;46,557;46557
1001;20;1;1;1899-12-30 15:15:59,000;19,582;19582
1001;1;1;1;1899-12-30 15:16:01,000;19,372;19372
1001;815;1;1;1899-12-30 15:16:02,000;19,667;19667
1001;839;1;1;1899-12-30 15:16:03,000;19,582;19582
1001;830;1;1;1899-12-30 15:16:04,000;19,942;19942
1001;154;1;1;1899-12-30 15:16:05,000;20,28;20280
1001;825;1;1;1899-12-30 15:16:07,000;20,021;20021
1001;842;1;1;1899-12-30 15:16:09,000;20,136;20136
1001;828;1;1;1899-12-30 15:16:11,000;19,711;19711
1001;845;1;1;1899-12-30 15:16:12,000;19,791;19791
1001;840;1;1;1899-12-30 15:16:13,000;19,732;19732
1001;843;1;1;1899-12-30 15:16:16,000;18,084;18084
1001;832;1;1;1899-12-30 15:16:18,000;18,509;18509
1001;822;1;1;1899-12-30 15:16:19,000;20,349;20349
1001;838;1;1;1899-12-30 15:16:21,000;19,847;19847
1001;8;1;1;1899-12-30 15:16:57,000;26,367;26367
1002;807;1;1;1899-12-30 15:15:34,000;25,234;25234
1002;817;1;1;1899-12-30 15:15:35,000;24,805;24805
1002;20;1;1;1899-12-30 15:15:36,000;32,219;32219
1002;828;1;1;1899-12-30 15:15:50,000;29,992;29992
1006;844;1;1;1899-12-30 13:15:33,000;34,812;34812
1006;840;1;1;1899-12-30 13:15:34,000;41,048;41048
1006;154;1;1;1899-12-30 13:15:46,000;35,104;35104
1007;839;1;1;1899-12-30 13:14:32,000;27,806;27806
1007;843;1;1;1899-12-30 13:14:35,000;22,055;22055
1009;843;1;1;1899-12-30 17:16:20,000;41,012;41012
1010;9;1;1;1899-12-30 16:15:28,000;32,997;32997
1010;817;1;1;1899-12-30 16:15:30,000;33,027;33027
1011;840;1;1;1899-12-30 18:15:42,000;34,338;34338
1011;154;1;1;1899-12-30 18:15:49,000;32,082;32082
1012;832;1;1;1899-12-30 14:15:38,000;45,878;45878
1012;846;1;1;1899-12-30 14:15:45,000;50,738;50738
1016;848;1;1;1899-12-30 14:14:33,000;37,95;37950
1019;154;1;1;1899-12-30 14:15:12,000;33,562;33562
1019;825;1;1;1899-12-30 14:15:41,000;32,767;32767
1022;817;1;1;1899-12-30 15:16:08,000;27,62;27620
1022;8;1;1;1899-12-30 15:16:10,000;39,046;39046
1022;832;1;1;1899-12-30 15:16:37,000;59,291;59291
1023;830;1;1;1899-12-30 15:14:58,000;31,211;31211
1024;807;1;1;1899-12-30 20:15:37,000;29,563;29563
1024;847;1;1;1899-12-30 20:15:56,000;38,752;38752
1025;9;1;1;1899-12-30 14:15:50,000;30,587;30587
1025;817;1;1;1899-12-30 14:16:36,000;36,031;36031
1028;848;1;1;1899-12-30 13:15:12,000;34,1;34100
1032;844;1;1;1899-12-30 15:14:20,000;39,715;39715
1033;826;1;1;1899-12-30 15:14:46,000;23,568;23568
1038;825;1;1;1899-12-30 15:15:04,000;40,078;40078
1039;20;1;1;1899-12-30 15:15:41,000;33,583;33583
1039;8;1;1;1899-12-30 15:15:33,000;30,623;30623
1040;847;1;1;1899-12-30 14:15:56,000;30,165;30165
1040;848;1;1;1899-12-30 14:16:00,000;30,211;30211
1040;846;1;1;1899-12-30 14:16:01,000;37,108;37108
1042;815;1;1;1899-12-30 13:14:54,000;26,177;26177
1043;840;1;1;1899-12-30 13:14:49,000;36,189;36189
1044;839;1;1;1899-12-30 13:15:59,000;25,719;25719
1045;1;1;1;1899-12-30 17:15:42,000;;1163979
1045;830;1;1;1899-12-30 17:15:44,000;;1164529
1045;815;1;1;1899-12-30 17:15:46,000;;1163442
1045;848;1;1;1899-12-30 17:15:51,000;;1161607
1045;817;1;1;1899-12-30 17:15:56,000;;1159722
1045;822;1;1;1899-12-30 17:15:57,000;;1159205
1045;842;1;1;1899-12-30 17:16:02,000;;1160469
1045;839;1;1;1899-12-30 17:16:04,000;;1160946
1045;846;1;1;1899-12-30 17:16:13,000;;1153898
1045;844;1;1;1899-12-30 17:16:14,000;;1154255
1045;841;1;1;1899-12-30 17:16:18,000;;1154906
1045;840;1;1;1899-12-30 17:16:19,000;;1154123
1045;832;1;1;1899-12-30 17:16:21,000;;1157291
1045;825;1;1;1899-12-30 17:16:23,000;;1156990
1045;20;1;1;1899-12-30 17:16:26,000;;1157042
1045;849;1;1;1899-12-30 17:16:29,000;;1157995
1045;8;1;1;1899-12-30 17:16:31,000;;1161539
1045;847;1;1;1899-12-30 17:16:34,000;;1163297
1045;826;1;1;1899-12-30 17:16:36,000;;1163014
1046;815;1;1;1899-12-30 20:14:22,000;24,214;24214
841;4;1;12;1899-12-30 17:22:34,000;23,251;23251
842;1;1;12;1899-12-30 16:24:40,000;22,552;22552
843;3;1;12;1899-12-30 15:24:32,000;20,771;20771
843;67;1;12;1899-12-30 15:24:56,000;22,01;22010
846;30;1;12;1899-12-30 14:19:30,000;35,084;35084
848;1;1;12;1899-12-30 14:24:49,000;20,34;20340
848;3;1;12;1899-12-30 14:25:02,000;21,054;21054
848;16;1;12;1899-12-30 14:25:09,000;20,676;20676
849;17;1;12;1899-12-30 13:25:41,000;23,973;23973
849;4;1;12;1899-12-30 13:25:42,000;26,566;26566
849;1;1;12;1899-12-30 13:25:49,000;25,1;25100
849;814;1;12;1899-12-30 13:26:02,000;26,612;26612
849;3;1;12;1899-12-30 13:26:12,000;24,722;24722
849;815;1;12;1899-12-30 13:26:13,000;25,386;25386
849;153;1;12;1899-12-30 13:26:20,000;24,719;24719
849;817;1;12;1899-12-30 13:27:17,000;25,872;25872
851;1;1;12;1899-12-30 14:23:59,000;21,88;21880
851;20;1;12;1899-12-30 14:24:05,000;20,69;20690
851;4;1;12;1899-12-30 14:24:10,000;22,886;22886
851;3;1;12;1899-12-30 14:24:17,000;20,767;20767
851;155;1;12;1899-12-30 14:24:35,000;23,725;23725
851;67;1;12;1899-12-30 14:24:42,000;22,349;22349
851;5;1;12;1899-12-30 14:24:53,000;22,772;22772
851;16;1;12;1899-12-30 14:24:55,000;21,902;21902
851;815;1;12;1899-12-30 14:24:56,000;22,215;22215
851;24;1;12;1899-12-30 14:25:35,000;23,633;23633
852;808;1;12;1899-12-30 14:27:22,000;21,395;21395
852;813;1;12;1899-12-30 14:27:31,000;21,421;21421
854;17;1;12;1899-12-30 20:27:10,000;30,462;30462
854;22;1;12;1899-12-30 20:27:40,000;30,456;30456
855;22;1;12;1899-12-30 15:24:26,000;22,13;22130
855;3;1;12;1899-12-30 15:24:36,000;20,575;20575
855;10;1;12;1899-12-30 15:24:57,000;25,563;25563
856;15;1;12;1899-12-30 15:25:30,000;22,441;22441
859;811;1;12;1899-12-30 14:19:18,000;21,9;21900
860;3;1;12;1899-12-30 17:22:31,000;23,203;23203
862;30;1;12;1899-12-30 15:24:39,000;21,746;21746
862;4;1;12;1899-12-30 15:24:44,000;20,296;20296
862;811;1;12;1899-12-30 15:24:49,000;21,184;21184
862;5;1;12;1899-12-30 15:25:06,000;22,713;22713
863;819;1;12;1899-12-30 15:24:32,000;24,02;24020
866;13;1;12;1899-12-30 14:19:28,000;21,128;21128
867;5;1;12;1899-12-30 14:25:12,000;21,04;21040
868;30;1;12;1899-12-30 13:23:17,000;25,938;25938
868;5;1;12;1899-12-30 13:23:46,000;26,196;26196
869;807;1;12;1899-12-30 14:19:41,000;18,442;18442
869;17;1;12;1899-12-30 14:19:43,000;18,253;18253
869;3;1;12;1899-12-30 14:19:51,000;18,395;18395
870;818;1;12;1899-12-30 14:24:37,000;20,363;20363
871;817;1;12;1899-12-30 14:31:21,000;20,287;20287
871;13;1;12;1899-12-30 14:31:26,000;20,306;20306
871;808;1;12;1899-12-30 14:31:42,000;25,972;25972
873;1;1;12;1899-12-30 20:27:09,000;29,124;29124
873;814;1;12;1899-12-30 20:27:23,000;31,026;31026
873;3;1;12;1899-12-30 20:27:30,000;29,546;29546
873;818;1;12;1899-12-30 20:27:44,000;30,499;30499
873;5;1;12;1899-12-30 20:27:55,000;30,44;30440
883;807;1;12;1899-12-30 15:24:51,000;21,656;21656
886;817;1;12;1899-12-30 14:19:39,000;21,223;21223
886;807;1;12;1899-12-30 14:19:40,000;21,623;21623
886;813;1;12;1899-12-30 14:19:42,000;24,557;24557
887;3;1;12;1899-12-30 13:23:20,000;24,99;24990
887;16;1;12;1899-12-30 13:23:29,000;24,807;24807
887;807;1;12;1899-12-30 13:23:43,000;29,684;29684
887;820;1;12;1899-12-30 13:24:20,000;26,031;26031
888;4;1;12;1899-12-30 14:23:32,000;20,199;20199
890;4;1;12;1899-12-30 14:21:21,000;21,599;21599
891;3;1;12;1899-12-30 14:27:19,000;22,893;22893
893;13;1;12;1899-12-30 20:26:59,000;29,04;29040
893;16;1;12;1899-12-30 20:27:25,000;29,678;29678
894;17;1;12;1899-12-30 15:25:27,000;22,587;22587
894;818;1;12;1899-12-30 15:25:54,000;24,477;24477
894;820;1;12;1899-12-30 15:26:16,000;23,761;23761
895;154;1;12;1899-12-30 15:23:30,000;23,282;23282
895;3;1;12;1899-12-30 15:23:43,000;22,812;22812
895;815;1;12;1899-12-30 15:23:48,000;26,423;26423
900;3;1;12;1899-12-30 17:27:27,000;24,331;24331
900;817;1;12;1899-12-30 17:27:37,000;22,994;22994
900;825;1;12;1899-12-30 17:27:45,000;23,15;23150
900;807;1;12;1899-12-30 17:27:51,000;22,615;22615
900;4;1;12;1899-12-30 17:27:55,000;22,887;22887
900;8;1;12;1899-12-30 17:28:02,000;25,543;25543
900;818;1;12;1899-12-30 17:28:02,000;23,124;23124
900;826;1;12;1899-12-30 17:28:03,000;30,514;30514
901;817;1;12;1899-12-30 16:25:46,000;24,709;24709
901;13;1;12;1899-12-30 16:26:05,000;24,637;24637
901;154;1;12;1899-12-30 16:26:14,000;25,046;25046
902;4;1;12;1899-12-30 18:24:52,000;25,77;25770
902;821;1;12;1899-12-30 18:25:08,000;25,543;25543
903;20;1;12;1899-12-30 15:25:00,000;22,57;22570
903;822;1;12;1899-12-30 15:25:09,000;24,78;24780
903;820;1;12;1899-12-30 15:25:48,000;23,781;23781
904;20;1;12;1899-12-30 14:22:29,000;21,974;21974
907;821;1;12;1899-12-30 14:18:21,000;55,222;55222
909;4;1;12;1899-12-30 14:20:59,000;19,174;19174
911;822;1;12;1899-12-30 14:27:28,000;22,769;22769
911;4;1;12;1899-12-30 14:27:29,000;28,92;28920
913;20;1;12;1899-12-30 20:26:56,000;30,147;30147
913;4;1;12;1899-12-30 20:27:01,000;28,912;28912
913;817;1;12;1899-12-30 20:27:04,000;29,761;29761
913;828;1;12;1899-12-30 20:28:03,000;30,144;30144
915;16;1;12;1899-12-30 15:25:38,000;30,733;30733
928;154;1;12;1899-12-30 14:24:52,000;23,421;23421
928;830;1;12;1899-12-30 14:24:59,000;24,256;24256
928;4;1;12;1899-12-30 14:25:14,000;23,238;23238
929;154;1;12;1899-12-30 18:24:12,000;24,735;24735
930;831;1;12;1899-12-30 14:22:55,000;22,677;22677
931;832;1;12;1899-12-30 14:19:42,000;25,306;25306
934;832;1;12;1899-12-30 13:25:22,000;29,393;29393
937;3;1;12;1899-12-30 14:30:22,000;22,997;22997
939;826;1;12;1899-12-30 20:26:14,000;29,159;29159
939;13;1;12;1899-12-30 20:26:28,000;31,38;31380
939;830;1;12;1899-12-30 20:29:01,000;31,207;31207
940;813;1;12;1899-12-30 14:23:55,000;24,842;24842
941;815;1;12;1899-12-30 14:27:00,000;30,545;30545
941;817;1;12;1899-12-30 14:27:08,000;29,732;29732
941;832;1;12;1899-12-30 14:27:19,000;30,288;30288
941;18;1;12;1899-12-30 14:27:21,000;29,719;29719
943;831;1;12;1899-12-30 13:20:51,000;23,026;23026
944;8;1;12;1899-12-30 14:18:31,000;23,293;23293
944;18;1;12;1899-12-30 14:18:53,000;23,242;23242
944;828;1;12;1899-12-30 14:18:58,000;24,699;24699
948;3;1;12;1899-12-30 16:25:48,000;21,531;21531
948;817;1;12;1899-12-30 16:25:59,000;22,245;22245
948;4;1;12;1899-12-30 16:26:14,000;21,796;21796
948;835;1;12;1899-12-30 16:26:22,000;23,286;23286
948;837;1;12;1899-12-30 16:26:36,000;23,224;23224
949;8;1;12;1899-12-30 18:23:37,000;24,72;24720
949;825;1;12;1899-12-30 18:24:08,000;26,876;26876
949;837;1;12;1899-12-30 18:24:14,000;26,382;26382
951;831;1;12;1899-12-30 15:27:22,000;30,259;30259
952;830;1;12;1899-12-30 14:23:18,000;22,369;22369
952;8;1;12;1899-12-30 14:23:25,000;22,107;22107
952;822;1;12;1899-12-30 14:23:27,000;21,856;21856
952;831;1;12;1899-12-30 14:23:45,000;22,976;22976
953;830;1;12;1899-12-30 14:24:33,000;25,604;25604
956;835;1;12;1899-12-30 14:17:57,000;21,745;21745
956;13;1;12;1899-12-30 14:18:00,000;21,097;21097
956;828;1;12;1899-12-30 14:18:03,000;22,98;22980
959;817;1;12;1899-12-30 14:19:31,000;18,964;18964
959;822;1;12;1899-12-30 14:19:43,000;18,796;18796
959;807;1;12;1899-12-30 14:19:45,000;19,608;19608
959;836;1;12;1899-12-30 14:20:05,000;19,813;19813
963;839;1;12;1899-12-30 15:26:26,000;25,368;25368
964;3;1;12;1899-12-30 14:23:28,000;22,673;22673
964;20;1;12;1899-12-30 14:23:35,000;23,226;23226
964;815;1;12;1899-12-30 14:23:45,000;23,605;23605
964;8;1;12;1899-12-30 14:23:45,000;23,244;23244
964;839;1;12;1899-12-30 14:24:19,000;24,973;24973
966;830;1;12;1899-12-30 13:21:26,000;21,775;21775
966;832;1;12;1899-12-30 13:21:43,000;22,747;22747
966;825;1;12;1899-12-30 13:21:47,000;22,271;22271
966;821;1;12;1899-12-30 13:21:51,000;25,198;25198
967;821;1;12;1899-12-30 14:32:18,000;25,147;25147
971;8;1;12;1899-12-30 18:23:10,000;26,43;26430
971;154;1;12;1899-12-30 18:23:23,000;25,075;25075
971;832;1;12;1899-12-30 18:23:26,000;25,001;25001
973;4;1;12;1899-12-30 14:21:10,000;22,69;22690
973;840;1;12;1899-12-30 14:21:16,000;22,1;22100
973;838;1;12;1899-12-30 14:21:24,000;22,547;22547
976;1;1;12;1899-12-30 17:25:22,000;20,418;20418
976;20;1;12;1899-12-30 17:25:26,000;20,059;20059
976;815;1;12;1899-12-30 17:25:35,000;20,598;20598
976;8;1;12;1899-12-30 17:25:39,000;23,237;23237
976;13;1;12;1899-12-30 17:25:43,000;21,453;21453
976;839;1;12;1899-12-30 17:25:45,000;20,493;20493
976;825;1;12;1899-12-30 17:26:11,000;20,391;20391
976;4;1;12;1899-12-30 17:26:36,000;21,217;21217
976;832;1;12;1899-12-30 17:26:37,000;21,04;21040
976;828;1;12;1899-12-30 17:26:45,000;23,906;23906
976;836;1;12;1899-12-30 17:26:49,000;31,122;31122
980;1;1;12;1899-12-30 14:25:45,000;22,037;22037
980;815;1;12;1899-12-30 14:26:21,000;23,289;23289
983;840;1;12;1899-12-30 15:23:27,000;24,109;24109
983;842;1;12;1899-12-30 15:23:37,000;25,044;25044
985;817;1;12;1899-12-30 14:23:58,000;23,604;23604
985;815;1;12;1899-12-30 14:24:19,000;24,326;24326
988;838;1;12;1899-12-30 17:24:58,000;22,125;22125
991;832;1;12;1899-12-30 14:33:53,000;23,935;23935
991;815;1;12;1899-12-30 14:34:05,000;22,856;22856
992;842;1;12;1899-12-30 16:40:48,000;20,782;20782
994;1;1;12;1899-12-30 15:28:19,000;23,739;23739
